2025-02-19 21:21:43 - Database connections opened successfully.
2025-02-19 21:21:43 - Loading transitive closure table into memory...
2025-02-19 21:22:07 - Loaded transitive closure table with 1108452 keys.
2025-02-19 21:22:07 - Loading history table into memory...
2025-02-19 21:22:08 - Loaded history table with 307273 keys.
2025-02-19 21:22:08 - Reading input CSV file 'Cerner_UK_Clinical_Standard-12-02-2025.csv'.
2025-02-19 21:22:09 - Found 1233 unique cluster IDs to process.
2025-02-19 21:22:09 - Cluster 'ACE_INHIBITOR_ADVERSE_REACTION_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'SEEN_IN_PRIMARY_CARE_ENC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'SEXUAL_HEALTH_ENC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'TELEHEALTH_VISIT_ENC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'URGENT_CARE_CENTRE_ENC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'VISIT_OTHER_ENC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'WALK_IN_CENTRE_ENC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'OUTPATIENT_RESPIRATORY_CLINIC_ENV': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'PALLIATIVE_CARE_ENV': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'RENAL_DIALYSIS_ENV': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'RESPIRATORY_FACILITY_ENV': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'RHEUMATOLOGY_VISIT_ENV': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'ASIAN_OR_ASIAN_BRITISH_ETH': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'BLACK_OR_BLACK_BRITISH_ETH': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'CHINESE_ETH': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'ETHNIC_GROUP_NOT_GIVEN_PATIENT_REFUSED_ETH': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:15 - Cluster 'JAPANESE_ETH': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:15 - Cluster 'MIXED_ETH': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'OTHER_ETH': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'SOUTH_ASIAN_ETH': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:15 - Cluster 'WHITE_ETH': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'FEMALE_GEN': original count = 1, added = 822, new total = 823 codes.
2025-02-19 21:22:15 - Cluster 'MALE_GEN': original count = 1, added = 828, new total = 829 codes.
2025-02-19 21:22:15 - Cluster 'UNKNOWN_GEN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'UNSPECIFIED_GEN': original count = 3, added = 3, new total = 6 codes.
2025-02-19 21:22:15 - Cluster 'HOSPICE_CARE_MEDSERV': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:15 - Cluster 'PALLIATIVE_CARE_MEDSERV': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:15 - Cluster 'RESPIRATORY_SPECIALIST_SERVICE_MEDSERV': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:15 - Cluster 'ACE_INHIBITOR_ALL_DOSAGE_FORMS_AND_COMBINATIONS_MED': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:15 - Cluster 'ADHD_PHARMACOTHERAPY_MED': original count = 1, added = 20, new total = 21 codes.
2025-02-19 21:22:15 - Cluster 'ACLIDINIUM_FORMOTEROL_INHALER_MED': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:15 - Cluster 'ACLIDIUNIUM_INHALER_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'ALOGLIPTIN_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'AMIODARONE_MED': original count = 1, added = 4, new total = 5 codes.
2025-02-19 21:22:15 - Cluster 'ACE_INHIBITOR_ORAL_DOSAGE_FORMS_AND_COMBINATIONS_MED': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:15 - Cluster 'ACE_INHIBITOR_MED': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:15 - Cluster 'ACE_INHIBITOR_ALL_DOSAGE_FORMS_MED': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:15 - Cluster 'ANGIOTENSIN_II_RECEPTOR_BLOCKER_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'ANGIOTENSIN_II_RECEPTOR_BLOCKER_ALL_DOSAGE_FORMS_AND_COMBINATIONS_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'ANTICOAGULANT_MED': original count = 2, added = 48, new total = 50 codes.
2025-02-19 21:22:15 - Cluster 'ANTIDEPRESSANT_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'ANTIHYPERTENSIVE_MED': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:15 - Cluster 'ANTIPSYCHOTICS_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'APIXABAN_MED': original count = 1, added = 15, new total = 16 codes.
2025-02-19 21:22:15 - Cluster 'ASTHMA_RELATED_DRUG_TREATMENT_QOF_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'BECLOMETASONE_DIPROPIONATE_INHALER_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'BECLOMETASONE_FORMOTEROL_INHALER_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'BENZODIAZEPINE_MED': original count = 2, added = 80, new total = 82 codes.
2025-02-19 21:22:15 - Cluster 'BETA_BLOCKER_ALL_DOSAGE_FORMS_AND_COMBINATIONS_MED': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:15 - Cluster 'BETA_BLOCKER_ORAL_AND_ALL_COMBINATIONS_MED': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:15 - Cluster 'BUDESONIDE_FORMOTEROL_INHALER_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'BUDESONIDE_INHALER_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'CALCIUM_CHANNEL_BLOCKER_MED': original count = 1, added = 20, new total = 21 codes.
2025-02-19 21:22:15 - Cluster 'CANAGLIFLOZIN_MED': original count = 1, added = 8, new total = 9 codes.
2025-02-19 21:22:15 - Cluster 'CARBAMAZEPINE_MED': original count = 1, added = 5, new total = 6 codes.
2025-02-19 21:22:15 - Cluster 'CHEMOTHERAPY_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'CICLESONIDE_INHALER_MED': original count = 2, added = 24, new total = 26 codes.
2025-02-19 21:22:15 - Cluster 'CLOPIDOGREL_MED': original count = 1, added = 45, new total = 46 codes.
2025-02-19 21:22:15 - Cluster 'CONTRACEPTIVE_MED': original count = 3, added = 5983, new total = 5986 codes.
2025-02-19 21:22:15 - Cluster 'COUMARIN_AND_INDANEDIONE_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'DABIGATRAN_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'DAPAGLIFLOZIN_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'DEMENTIA_PHARMACOTHERAPY_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:17 - Cluster 'DIGOXIN_MED': original count = 2, added = 222978, new total = 222980 codes.
2025-02-19 21:22:17 - Cluster 'DIPYRIDAMOLE_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:17 - Cluster 'DRONEDARONE_MED': original count = 1, added = 4, new total = 5 codes.
2025-02-19 21:22:17 - Cluster 'EDOXABAN_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:17 - Cluster 'EMPAGLIFLOZIN_MED': original count = 1, added = 2, new total = 3 codes.
2025-02-19 21:22:17 - Cluster 'EXENATIDE_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:17 - Cluster 'FLUTICASONE_FORMOTEROL_INHALER_MED': original count = 1, added = 17, new total = 18 codes.
2025-02-19 21:22:17 - Cluster 'FLUTICASONE_INHALER_MED': original count = 1, added = 10, new total = 11 codes.
2025-02-19 21:22:17 - Cluster 'FLUTICASONE_SALMETEROL_INHALER_MED': original count = 2, added = 119, new total = 121 codes.
2025-02-19 21:22:17 - Cluster 'FLUTICASONE_VILANTEROL_INHALER_MED': original count = 1, added = 12, new total = 13 codes.
2025-02-19 21:22:17 - Cluster 'FORMOTEROL_FUMARATE_INHALER_MED': original count = 2, added = 158, new total = 160 codes.
2025-02-19 21:22:17 - Cluster 'GLIBENCLAMIDE_MED': original count = 1, added = 4, new total = 5 codes.
2025-02-19 21:22:17 - Cluster 'GLICLAZIDE_MED': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:17 - Cluster 'GLIMEPIRIDE_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:17 - Cluster 'GLIPIZIDE_MED': original count = 1, added = 9, new total = 10 codes.
2025-02-19 21:22:17 - Cluster 'GLYCOPYRRONIUM_BROMIDE_INHALER_MED': original count = 2, added = 207, new total = 209 codes.
2025-02-19 21:22:17 - Cluster 'GLYCOPYRRONIUM_INDACATEROL_INHALER_MED': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:17 - Cluster 'INCLISIRAN_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:17 - Cluster 'INDACATEROL_INHALER_MED': original count = 1, added = 9, new total = 10 codes.
2025-02-19 21:22:17 - Cluster 'INFLUENZA_VACCINE_MED
INFLUENZA_VACCINE_VAC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:17 - Cluster 'INHALED_CORTICOSTEROID_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:17 - Cluster 'INHALED_STEROID_COMBINATION_MED': original count = 2, added = 119, new total = 121 codes.
2025-02-19 21:22:17 - Cluster 'INSULIN_MED': original count = 1, added = 7, new total = 8 codes.
2025-02-19 21:22:17 - Cluster 'IPRATROPIUM_BROMIDE_INHALER_MED': original count = 2, added = 135, new total = 137 codes.
2025-02-19 21:22:17 - Cluster 'LAMOTRIGINE_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:17 - Cluster 'LINAGLIPTIN_MED': original count = 1, added = 2, new total = 3 codes.
2025-02-19 21:22:17 - Cluster 'LIRAGLUTIDE_MED': original count = 1, added = 6, new total = 7 codes.
2025-02-19 21:22:17 - Cluster 'LITHIUM_MED': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:17 - Cluster 'LIXISENATIDE_MED': original count = 1, added = 3, new total = 4 codes.
2025-02-19 21:22:17 - Cluster 'LONG_ACTING_BETA_2_AGONIST_AND_LONG_ACTING_MUSCARINIC_ANTAGONIST_COMBINATION_INHALER_MED': original count = 1, added = 2, new total = 3 codes.
2025-02-19 21:22:17 - Cluster 'LONG_ACTING_INHALED_BETA2_AGONIST_MED': original count = 2, added = 119, new total = 121 codes.
2025-02-19 21:22:17 - Cluster 'MAST_CELL_STABILISERS_INHALER_MED': original count = 2, added = 103, new total = 105 codes.
2025-02-19 21:22:17 - Cluster 'MELATONIN_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:17 - Cluster 'METFORMIN_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:17 - Cluster 'METFORMIN_COMBO_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:17 - Cluster 'MOMETASONE_FUROATE_INHALER_MED': original count = 2, added = 104, new total = 106 codes.
2025-02-19 21:22:17 - Cluster 'NARCOTIC_ANALGESIC_AND_COMBINATION_MED': original count = 2, added = 53, new total = 55 codes.
2025-02-19 21:22:17 - Cluster 'NEDOCROMIL_SODIUM_INHALER_MED': original count = 1, added = 24, new total = 25 codes.
2025-02-19 21:22:17 - Cluster 'NONDIHYDROPYRIDINE_CALCIUM_CHANNEL_BLOCKER_MED': original count = 3, added = 25, new total = 28 codes.
2025-02-19 21:22:17 - Cluster 'OLODATEROL_INHALER_MED': original count = 1, added = 2, new total = 3 codes.
2025-02-19 21:22:17 - Cluster 'ORAL_CORTICOSTEROIDS_MED': original count = 1, added = 21, new total = 22 codes.
2025-02-19 21:22:17 - Cluster 'PCSK9_INHIBITOR_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:17 - Cluster 'PIOGLITAZONE_MED': original count = 1, added = 32, new total = 33 codes.
2025-02-19 21:22:17 - Cluster 'PCV13_MED
PCV13_VAC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:17 - Cluster 'PPV23_MED
PPV23_VAC': original count = 1, added = 5, new total = 6 codes.
2025-02-19 21:22:17 - Cluster 'PSYCHOTROPIC_AGENT_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:17 - Cluster 'RENIN_INHIBITOR_MED': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:17 - Cluster 'RIVAROXABAN_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:17 - Cluster 'SARS_COV2_COVID19_CVX_207_MED
SARS_COV2_COVID19_CVX_207_VAC': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:17 - Cluster 'SARS_COV2_COVID19_CVX_208_MED
SARS_COV2_COVID19_CVX_208_VAC': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:17 - Cluster 'SARS_COV2_COVID19_CVX_210_MED
SARS_COV2_COVID19_CVX_210_VAC': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:17 - Cluster 'SARS_COV2_COVID19_CVX_212_MED
SARS_COV2_COVID19_CVX_212_VAC': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:17 - Cluster 'SALBUTAMOL_INHALER_MED': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:17 - Cluster 'SALMETEROL_INHALER_MED': original count = 1, added = 14, new total = 15 codes.
2025-02-19 21:22:17 - Cluster 'SAXAGLIPTIN_MED': original count = 1, added = 14, new total = 15 codes.
2025-02-19 21:22:17 - Cluster 'SEMAGLUTIDE_MED': original count = 1, added = 7, new total = 8 codes.
2025-02-19 21:22:17 - Cluster 'SHORT_ACTING_BETA2_AGONIST_INHALER_MED': original count = 2, added = 23, new total = 25 codes.
2025-02-19 21:22:17 - Cluster 'SHORT_ACTING_INHALED_BETA2_AGONIST_MED': original count = 2, added = 23, new total = 25 codes.
2025-02-19 21:22:17 - Cluster 'SITAGLIPTIN_MED': original count = 1, added = 7, new total = 8 codes.
2025-02-19 21:22:17 - Cluster 'SODIUM_CROMOGLICATE_INHALER_MED': original count = 2, added = 103, new total = 105 codes.
2025-02-19 21:22:17 - Cluster 'SOTALOL_MED': original count = 1, added = 19, new total = 20 codes.
2025-02-19 21:22:17 - Cluster 'STATIN_THERAPY_MED': original count = 2, added = 35, new total = 37 codes.
2025-02-19 21:22:17 - Cluster 'TERBUTALINE_SULFATE_INHALER_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:17 - Cluster 'TICAGRELOR_MED': original count = 1, added = 13, new total = 14 codes.
2025-02-19 21:22:17 - Cluster 'TIOTROPIUM_INHALER_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:17 - Cluster 'TIOTROPIUM_OLODATEROL_INHALER_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:17 - Cluster 'TOBACCO_CESSATION_PHARMACOTHERAPY_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:17 - Cluster 'TOLBUTAMIDE_MED': original count = 1, added = 12, new total = 13 codes.
2025-02-19 21:22:17 - Cluster 'UK_AMOXICILLIN_SYSTEMIC_MED': original count = 1, added = 20, new total = 21 codes.
2025-02-19 21:22:17 - Cluster 'UK_BECLOMETASONE_FORMOTEROL_GLYCOPYRRONIUM_COMBINATION_INHALER_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:17 - Cluster 'UK_CIPROFLOXACIN_SYSTEMIC_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:17 - Cluster 'UK_CLARITHROMYCIN_SYSTEMIC_MED': original count = 1, added = 5, new total = 6 codes.
2025-02-19 21:22:18 - Cluster 'UK_CO_AMOXICLAV_SYSTEMIC_MED': original count = 2, added = 222978, new total = 222980 codes.
2025-02-19 21:22:18 - Cluster 'UK_DOXYCYCLINE_SYSTEMIC_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:19 - Cluster 'UK_ERYTHROMYCIN_SYSTEMIC_MED': original count = 2, added = 222978, new total = 222980 codes.
2025-02-19 21:22:20 - Cluster 'UK_FLUTICASONE_VILANTEROL_UMECLIDINIUM_COMBINATION_INHALER_MED': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:20 - Cluster 'UK_LEVOFLOXACIN_SYSTEMIC_MED': original count = 1, added = 3, new total = 4 codes.
2025-02-19 21:22:20 - Cluster 'UK_LONG_ACTING_BETA_2_AGONIST_AND_CORTICOSTEROID_COMBINATION_INHALER_MED': original count = 2, added = 119, new total = 121 codes.
2025-02-19 21:22:20 - Cluster 'UK_LONG_ACTING_INHALED_BETA_2_AGONIST_MED': original count = 2, added = 158, new total = 160 codes.
2025-02-19 21:22:20 - Cluster 'UK_LONG_ACTING_INHALED_MUSCARINIC_ANTAGONIST_MED': original count = 2, added = 207, new total = 209 codes.
2025-02-19 21:22:20 - Cluster 'UK_PREDNISOLONE_SYSTEMIC_MED': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:20 - Cluster 'UK_SINGLE_INGREDIENT_INHALED_CORTICOSTEROID_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'UMECLIDINIUM_INHALER_MED': original count = 1, added = 6, new total = 7 codes.
2025-02-19 21:22:20 - Cluster 'UMECLIDINIUM_VILANTEROL_INHALER_MED': original count = 1, added = 2, new total = 3 codes.
2025-02-19 21:22:20 - Cluster 'VALPROATE_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'VARICELLA_MED
VARICELLA_VAC': original count = 3, added = 18, new total = 21 codes.
2025-02-19 21:22:20 - Cluster 'VILDAGLIPTIN_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'WARFARIN_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'Z_DRUG_MED': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'AUDIT_TOTAL_SCORE_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'AUDIT_C_TOTAL_SCORE_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'AUDIT_PC_TOTAL_SCORE_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'ACTIVITIES_OF_DAILY_LIVING_ASSESSMENT_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'ADVANCE_CARE_PLAN_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'ADVANCED_DIRECTIVE_OBSTYPE': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:20 - Cluster 'ALT_OBSTYPE': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:20 - Cluster 'ALBUMIN_CREATININE_RATIO_URINE_OBSTYPE': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:20 - Cluster 'ALCOHOL_CONSUMPTION_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'ALCOHOL_INTAKE_HIGHEST_NUMBER_ONE_OCCASION_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'ALCOHOL_INTAKE_NUMBER_WEEKLY_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'ALCOHOL_INTAKE_UNITS_WEEKLY_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'ALCOHOL_USE_SCREEN_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'ALLERGY_TEST_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'ALPHA_1_ANTITRYPSIN_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'ANXIETY_SCREENING_OBSTYPE': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:20 - Cluster 'ASTHMA_CONTROL_TEST_SCORE_OBSTYPE': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:20 - Cluster 'ASTHMA_TRIGGER_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'BODY_HEIGHT_OBSTYPE': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:20 - Cluster 'BODY_MASS_INDEX_BMI_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'BODY_MASS_INDEX_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'BODY_WEIGHT_OBSTYPE': original count = 2, added = 31, new total = 33 codes.
2025-02-19 21:22:20 - Cluster 'BOWEL_CANCER_SCREENING_FINDING_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'C_REACTIVE_PROTEIN_OBSTYPE': original count = 1, added = 2, new total = 3 codes.
2025-02-19 21:22:20 - Cluster 'CHA2DS2_VASC_SCORE_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'CANCER_CARE_PLAN_OBSTYPE': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:20 - Cluster 'CARE_PLAN_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'CARER_CONTACT_DETAILS_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'CHILD_BODY_MASS_INDEX_CENTILE_OBSTYPE': original count = 2, added = 6, new total = 8 codes.
2025-02-19 21:22:20 - Cluster 'CHLAMYDIA_TRACHOMATIS_SCREEN_TEST_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'COPD_ASSESSMENT_TEST_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'CLINICAL_CARE_PLAN_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'COGNITIVE_SCREENING_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'CREATININE_CLEARANCE_OBSTYPE': original count = 1, added = 3, new total = 4 codes.
2025-02-19 21:22:20 - Cluster 'CURRENT_TOBACCO_SMOKER_OBSTYPE': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:20 - Cluster 'CYSTATIN_C_OBSTYPE': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:20 - Cluster 'DEPRESSION_SCREEN_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'DIASTOLIC_BLOOD_PRESSURE_OBSTYPE': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:20 - Cluster 'DISCUSSION_OF_DO_NOT_ATTEMPT_CPR_OBSTYPE': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:20 - Cluster 'ECHO_OBSTYPE': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:20 - Cluster 'EDMONTON_FRAILTY_SCORE_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'ELECTROCARDIOGRAM_OBSTYPE': original count = 1, added = 3, new total = 4 codes.
2025-02-19 21:22:20 - Cluster 'EMERGENCY_CONTACT_DETAILS_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'END_OF_TREATMENT_SUMMARY_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'EOSINOPHILS_QUANTITATIVE_WHOLE_BLOOD_OBSTYPE': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:20 - Cluster 'ERYTHROCYTE_SEDIMENTATION_RATE_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'ETHANOL_LEVEL_BREATH_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'ETHANOL_LEVEL_SALIVA_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'ETHANOL_LEVEL_SERUM_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'ETHANOL_LEVEL_URINE_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'CARDIOVASCULAR_SYSTEM_EXAMINATION_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'RESPIRATORY_SYSTEM_EXAMINATION_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'EXERCISE_TOLERANCE_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'EXPIRATORY_RESERVE_VOLUME_OBSTYPE': original count = 2, added = 3, new total = 5 codes.
2025-02-19 21:22:20 - Cluster 'EXPOSURE_TO_ENVIRONMENTAL_TOBACCO_SMOKE_OBSTYPE': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:20 - Cluster 'FEV1_OBSTYPE': original count = 2, added = 3, new total = 5 codes.
2025-02-19 21:22:20 - Cluster 'FORCED_EXPIRED_VOLUME_1_SECOND_PERCENT_PREDICTED_OBSTYPE': original count = 2, added = 3, new total = 5 codes.
2025-02-19 21:22:20 - Cluster 'FAECAL_CONTINENCE_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'FALL_RISK_ASSESSMENT_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'FAST_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:20 - Cluster 'FASTING_PLASMA_GLUCOSE_OBSTYPE': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:20 - Cluster 'FOOT_EXAM_OBSTYPE': original count = 1, added = 0, new total = 1 codes.
